source_id,ra,dec,phot_g_mean_mag,astrometric_excess_noise,ruwe,radial_distance_mas,dgm_sector
6051734440484641536,245.84608286978508,-23.018754651876833,20.894138,3.1326325,1.1490029,35522.04901412359,Turbulent_Equatorial
6051734440487434752,245.84586774676615,-23.01713522096179,18.988373,0.5719068,1.023601,36290.3257077726,Turbulent_Equatorial
6051734612286123392,245.86653909862926,-23.01603285920118,19.579721,0.7907206,1.0759604,33149.620625138436,Turbulent_Equatorial
6051734607988355072,245.8541258063575,-23.014484790889323,19.001917,0.74493474,1.0512257,15532.870522663461,Pure_Laminar_Polar
6051734234325622400,245.84598677724458,-23.02051856138938,20.86204,1.4961354,1.0367715,36841.49048379762,Turbulent_Equatorial
6051734612282747904,245.85925665079642,-23.00801309853697,20.619318,1.2512769,0.97700506,37034.79085292902,Pure_Laminar_Polar
6051734612286122112,245.8624579873062,-23.020404873342788,18.02352,0.0,1.0035237,20656.67767248399,Turbulent_Equatorial
6051734612282067584,245.86298654885192,-23.02060769065769,18.444033,0.0,1.0418986,22553.37343680728,Turbulent_Equatorial
