source_id,ra,dec,phot_g_mean_mag,astrometric_excess_noise,ruwe,radial_distance_mas,dgm_sector
3817001796040405376,169.68247980121754,6.069329305585577,20.418835,0.0,1.062116,95641.39122365511,Pure_Laminar_Polar
3816998561930071040,169.71032771930916,6.04622779499483,20.3543,0.0,0.9848318,114794.43442677417,Turbulent_Equatorial
3817001757385754112,169.67439986914067,6.068213860046559,19.559141,0.0,1.007183,91651.74166028287,Pure_Laminar_Polar
