source_id,ra,dec,phot_g_mean_mag,astrometric_excess_noise,x_true_equator,dgm_sector
6051121802053164032,247.48315691144646,-22.421612576023378,11.229138,2.5460727,-5479.312381780706,Prograde
6052087108843957504,244.76938898727107,-22.023455897399465,14.844092,2.519234,3436.919847397094,Retrograde
6051966879818884096,246.76748384325396,-21.74189918182479,12.185368,2.51856,-3223.226776658022,Prograde
6050422860561679232,244.2609676800946,-22.97564047473923,14.171467,2.4883144,5277.6235172156175,Retrograde
6047286430618729600,248.595189597751,-25.33596336089653,10.213744,2.4755409,-8676.760063217227,Prograde
6244634341009174912,243.8727737470622,-20.53527637426528,14.756747,2.4698253,6157.8450646717065,Retrograde
6244516693268709632,245.4996893518658,-20.25015433271071,10.670064,2.4675171,725.6670339756106,Retrograde
6048952229388873216,246.3596239139949,-25.351271875546608,12.537129,2.4550273,-1274.7614372944367,Prograde
6049933985899297792,243.86547230814247,-23.867936984358657,14.974502,2.4043777,6734.625102392299,Retrograde
6049222881050851968,245.95600715898283,-24.742722356732244,14.858131,2.345928,-39.74541919105343,Prograde
6050944063425483520,246.35114117411794,-23.460301211704078,6.76096,2.3451102,-1560.2404100235738,Prograde
6050422860560489984,244.26250249607003,-22.97540585742045,14.807446,2.343655,5272.504552718015,Retrograde
6050422860560588288,244.25832940154962,-22.979300903913316,13.766079,2.3232663,5286.962872624317,Retrograde
6050423788272574208,244.07159294117415,-23.02216179057002,14.650735,2.3172483,5912.145735449053,Retrograde
6050422860552380288,244.26573865407298,-22.97344343796267,14.921801,2.3066542,5261.467845991057,Retrograde
6052773302877965440,246.99421428707385,-20.267570809575787,11.032225,2.300443,-4218.14725644338,Prograde
6050451516579799552,244.59809743590478,-23.120485493624493,11.98023,2.2996924,4185.781391860686,Retrograde
6051229661573040768,248.65626037643165,-22.75465333399681,14.395596,2.2996154,-9306.923305727936,Prograde
6051527319985467648,247.86695175610342,-22.001808590947295,13.265822,2.2717652,-6819.239110045446,Prograde
6050053252848599040,244.7278116863234,-24.12172582256487,14.570256,2.256242,3922.4655091979507,Retrograde
6049613654352684288,244.24466241420677,-24.929871734204355,12.118785,2.2560694,5655.6375894366665,Retrograde
6049140486396672128,246.33009646606664,-24.448094253808325,9.73874,2.2558289,-1326.791616593372,Prograde
6049670897681550336,244.36537025390103,-24.350861173482688,14.86434,2.2538555,5160.098769501052,Retrograde
6052041341673081728,246.0154811054484,-22.005684252009686,14.665143,2.24814,-690.4457599767989,Prograde
6242625258391412864,243.05848434198828,-22.8404526987499,13.527807,2.2249618,9235.285843156818,Retrograde
6051793951551607168,246.05904151257982,-22.695488386457974,14.966706,2.2063255,-720.2440675160248,Prograde
6242563479581577088,243.5546552199909,-23.017778987118735,14.916208,2.1940172,7622.422216780626,Retrograde
6047587769820678656,247.81557496188842,-24.56736414161916,11.463615,2.1804903,-6223.774185477888,Prograde
6243046474424251136,242.9359705925872,-21.586777511952082,12.013769,2.1643875,9432.910819139048,Retrograde
6050982889931148416,247.01648952871295,-23.057282039385047,11.499655,2.1353898,-3829.2930191989803,Prograde
6050557413291242496,244.60936533526885,-22.455514905823435,14.384761,2.13462,4038.2222698539,Retrograde
6050575928889716096,244.54044871748266,-22.27790165523692,11.73109,2.0989473,4236.876823465888,Retrograde
6244423166062273920,245.63612555359902,-20.864031794287328,14.100551,2.0948725,375.8707757379677,Retrograde
6052126553823608192,245.35309022450093,-21.64367954547321,14.204942,2.0742483,1441.9636845996595,Retrograde
6049677185513274880,243.47191103487987,-24.781850636024053,14.727846,2.0588632,8188.80954613272,Retrograde
6046081778190577920,247.4343819565463,-24.68953422857411,13.990072,2.0285118,-4941.812120552874,Prograde
6049949104184258432,243.62562839104677,-23.804873792231515,13.6084175,2.0009625,7518.023362302481,Retrograde
