source_id,ra,dec,astrometric_excess_noise
2545342033590554496,4.530044742031835,0.2165200113495197,39.72991
2545342342828208256,4.518708308253185,0.232950137018005,23.405176
2545343927672691584,4.9313899717932586,0.06711476890478299,1.8571727
2545350902699300224,4.914474888650496,0.22445601316948574,16.34449
2545351826115951872,5.105654112827233,0.15810385201784943,20.843044
2545352375871792640,5.1473107722328395,0.19840167495788766,14.696894
2545353956419802112,5.082943279974076,0.2784929643763247,33.309994
2545356567759907968,4.981871767490595,0.2588626356632367,20.115257
2545359522698367104,5.058271892469166,0.34236476887988676,1.8626978
2545364062478511232,4.807303684153973,0.28647167105129917,5.4508557
2545366020984222208,4.712833524756173,0.311499030001125,39.18188
2545366291565883904,4.6493902593784675,0.29848051381859814,28.356544
2545366639458422400,4.616701508453489,0.3310153556118131,2.3269978
2545369143424986240,4.715004554476082,0.40106153391454386,3.8250978
2545369285158211584,4.750358979144657,0.4200315056565654,1.2192876
2545370586534063872,4.858267623748429,0.35263803499345175,2.5913055
2545382234484017664,3.6457877044511626,-0.411685336103575,53.673073
2545388213078364032,3.6485106202825843,-0.37835203160784764,7.909422
2545389866642056576,3.8203105348496282,-0.3065614108790729,31.466208
2545390004080787328,3.847627010726668,-0.289216586851918,67.015076
2545393607557459712,3.6928477297941567,-0.2970946532569924,2.2802472
2545394230328824576,3.7229061620265123,-0.23659568846402584,36.03771
2545396665574232320,3.3750387006086897,-0.37830233148653974,4.7256107
2545400827397311744,3.277081962573893,-0.3164682775013848,20.143438
2545400273346537472,3.2447651302063547,-0.3494047381133621,1.0622935
2545400483800891392,3.234233094522333,-0.3474078237091837,16.777697
2545405946999396224,3.5030150426445172,-0.21416954232039084,5.466055
2545406870416342912,3.6012822843847943,-0.20368591134993047,1.4940376
2545409967088695424,3.4667274332119002,-0.14089101236534976,1.6005774
2545410272030461952,3.418028128233704,-0.14889585108754883,1.7063657
2545418282145413376,3.777897210617947,-0.16811703399756917,1.6420232
2545422748910700160,4.088562951812381,-0.09503337813149991,2.8338287
2545422955069228672,4.095473629786609,-0.0772429737817045,1.0685385
2545425665193844864,4.120168605983866,0.004780041542583422,5.9072657
2545432232198321408,3.6678227489192023,-0.08465750388660351,1.3041263
2545438550097397120,3.73447341198243,0.08029471728437504,2.0979934
2545438687536286464,3.646043654796152,0.043522313548912915,1.8682237
2545439855767521024,3.8579379806921676,0.025660511239676255,2.0064583
2545451606795715968,3.277190000398785,-0.15700008601825807,56.530018
2545454286855312512,3.0429836495469407,-0.14824154607750636,1.7870076
2545461060019937024,3.3614840310462206,0.004932955673510261,1.2129949
2545461227524609152,3.4348255864831834,0.010498770293628584,3.0351264
2545461914717324160,3.2783736489823645,-0.048000788915509844,3.4361005
2545463048588992512,3.2486787219797693,0.0023695968651707895,2.2987785
2545470882609155200,2.8889081174477056,-0.03132064798052803,3.0319777
2545473871906597888,2.939840034686987,0.04137961451661909,5.246676
2545479408119908352,3.0789214026098235,0.09152800330934738,1.2739304
2545482328696738176,3.2185466447131885,0.2223117310193062,11.672134
2545482569214999168,3.2166787759907747,0.24063303433210032,54.97555
2545496308815991680,3.7468793895284564,0.3168975549760888,32.82362
2545496725428121984,3.7663980920532256,0.33637770248828797,1.7163954
2545498168537106816,3.5656253676474052,0.2885348780549848,10.622116
2545501054754321152,3.713862212911813,0.4166579839554094,1.2509067
2545502905885594880,3.308739711902773,0.23964731430871503,1.1333064
2545505276707566208,3.412484300032137,0.31554840870495215,2.00329
2545506139996468096,3.2233957100023196,0.2672298954053267,39.642075
2545506964630214912,3.2124279597608307,0.290330970915471,125.12455
2545515515911505792,3.479799240457054,0.4545686127027437,3.3480034
2545515687710192128,3.393575470092907,0.43024720206682115,1.3189285
2545523143770922112,4.27362853459965,0.1851114863170953,1.4327544
2545523216787146624,4.309381418428122,0.19594197795924984,8.377999
2545523934045397504,4.1812235869558805,0.13438406708335687,2.8513165
2545530256236771840,4.4728954595587265,0.25654964266502966,29.94423
